SucursalTaller,Marca,Modelo,DiasReparacion,CostoTTRep,Severidad,Segmento,Color,NombreTipoVehiculo,NombreCausaStro
BOGOTÁ,HONDA,2019,31 a 60, Alto ,Fuerte,Liviano,NO REGISTRA,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
CALI,KENWORTH,2013,0 a 15, Alto ,Medio,Pesado,NARANJA,REMOLCADOR,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2017,16 a 30, Alto ,Fuerte,Liviano,ROJO,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BUCARAMANGA,CHEVROLET,2013,61 a 120, Alto ,Medio,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
CALI,VOLKSWAGEN,2019,121 a 240, Alto ,Leve,Liviano,PLATA,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
BOGOTÁ,KENWORTH,2013,31 a 60, Alto ,Fuerte,Pesado,ROJO,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,INTERNATIONAL,2012,31 a 60, Alto ,Fuerte,Pesado,AZUL,VOLQUETA,FALLA MECANICA
BOGOTÁ,CHEVROLET,< 2003,31 a 60, Alto ,Medio,Pesado,VERDE,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,HINO,2012,61 a 120, Alto ,Medio,Pesado,ROJO,CARROTANQUE,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HINO,2009,61 a 120, Alto ,Medio,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HYUNDAI,2012,61 a 120, Alto ,Medio,Pesado,GRIS,PICKUP DOBLE CABINA,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,KIA,2010,31 a 60, Alto ,Fuerte,Liviano,PLATA,CAMPERO,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,FORD,2014,61 a 120, Alto ,Leve,Liviano,GRIS,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
CALI,KENWORTH,2007,61 a 120, Alto ,Medio,Pesado,VERDE,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Liviano,ROJO,AUTOMOVIL,OBSTACULOS EN LA VIA
MEDELLÍN,SUZUKI,2014,61 a 120, Alto ,Fuerte,Liviano,GRIS,CAMPERO,VIOLACION DE NORMAS DE TRANSITO
PEREIRA,VOLKSWAGEN,2019,16 a 30, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BOGOTÁ,CHEVROLET,2015,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CHASIS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,BMW,2016,61 a 120, Alto ,Fuerte,Liviano,AZUL,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,CHEVROLET,2021,0 a 15, Alto ,Leve,Pesado,BLANCO,FURGON,VIOLACION DE NORMAS DE TRANSITO
MANIZALES,KIA,2018,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,HINO,2020,61 a 120, Alto ,Medio,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2016,16 a 30, Alto ,Fuerte,Liviano,PLATA,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
BOGOTÁ,KENWORTH,2012,16 a 30, Alto ,Fuerte,Pesado,VERDE,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,FORD,2018,16 a 30, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,AUDI,2008,61 a 120, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
PEREIRA,CHEVROLET,2013,16 a 30, Alto ,Medio,Liviano,BLANCO,CAMION,OBSTACULOS EN LA VIA
BUCARAMANGA,INTERNATIONAL,2007,61 a 120, Alto ,Medio,Pesado,GRIS,REMOLCADOR,OBSTACULOS EN LA VIA
MANIZALES,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Liviano,AZUL,AUTOMOVIL,EXCESO DE VELOCIDAD
BOGOTÁ,INTERNATIONAL,< 2003,31 a 60, Alto ,Medio,Pesado,ROJO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,KENWORTH,2015,61 a 120, Alto ,Medio,Pesado,AMARILLO,REMOLCADOR,DAÑOS POR GRANIZO
BOGOTÁ,CHEVROLET,2018,31 a 60, Alto ,Fuerte,Liviano,NO REGISTRA,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,MERCEDES BENZ,2019,121 a 240, Alto ,Fuerte,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
BOGOTÁ,VOLKSWAGEN,2020,121 a 240, Alto ,Fuerte,Liviano,BLANCO,PICKUP DOBLE CABINA,HURTO - ACCESORIOS Y/O PARTES
BOGOTÁ,INTERNATIONAL,2008,31 a 60, Alto ,Medio,Pesado,AZUL,REMOLCADOR,ESTADO DE EMBRIAGUEZ
BOGOTÁ,KENWORTH,2011,31 a 60, Alto ,Medio,Pesado,AZUL,REMOLCADOR,OBSTACULOS EN LA VIA
PEREIRA,INTERNATIONAL,2008,16 a 30, Alto ,Leve,Pesado,ROJO,REMOLCADOR,OBSTACULOS EN LA VIA
BARRANQUILLA,VOLKSWAGEN,2020,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2018,31 a 60, Alto ,Leve,Pesado,NO REGISTRA,CAMION,OBSTACULOS EN LA VIA
BUCARAMANGA,RENAULT,2020,121 a 240, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
PEREIRA,RENAULT,2019,16 a 30, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,OBSTACULOS EN LA VIA
MEDELLÍN,JEEP ,2014,61 a 120, Alto ,Medio,Liviano,GRIS,CAMIONETA PASAJEROS,ENCONTRADO DAÑADO
CALI,VOLKSWAGEN,2020,121 a 240, Alto ,Fuerte,Liviano,BLANCO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,LAND ROVER,2014,61 a 120, Alto ,Medio,Liviano,VERDE,CAMPERO,OBSTACULOS EN LA VIA
BOGOTÁ,AUDI,2013,61 a 120, Alto ,Fuerte,Liviano,VERDE,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,INTERNATIONAL,2007,31 a 60, Alto ,Medio,Pesado,NARANJA,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,VOLKSWAGEN,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,PICKUP DOBLE CABINA,DISTRACCION DEL CONDUCTOR
CALI,KIA,2014,31 a 60, Alto ,Fuerte,Liviano,AZUL,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,NISSAN,2016,31 a 60, Alto ,Fuerte,Liviano,GRIS,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
BOGOTÁ,SUBARU,2014,121 a 240, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,FALLA MECANICA
BOGOTÁ,KENWORTH,2008,31 a 60, Alto ,Medio,Pesado,ROJO,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2013,121 a 240, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
BARRANQUILLA,HONDA,2016,16 a 30, Alto ,Medio,Liviano,NO REGISTRA,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BARRANQUILLA,NISSAN,2017,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMPERO,OBSTACULOS EN LA VIA
BOGOTÁ,CHEVROLET,2019,61 a 120, Alto ,Fuerte,Liviano,NEGRO,AUTOMOVIL,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2009,61 a 120, Alto ,Fuerte,Pesado,TITANIO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,FORD,2012,31 a 60, Alto ,Fuerte,Liviano,VERDE,CAMPERO,DISTRACCION DEL CONDUCTOR
MEDELLÍN,AUDI,2014,16 a 30, Alto ,Fuerte,Liviano,BLANCO,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,BMW,2016,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMPERO,OBSTACULOS EN LA VIA
BARRANQUILLA,CHEVROLET,2020,31 a 60, Alto ,Fuerte,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2017,61 a 120, Alto ,Leve,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2012,121 a 240, Alto ,Fuerte,Pesado,BEIGE,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,KENWORTH,2021,16 a 30, Alto ,Medio,Pesado,BLANCO,REMOLCADOR,DISTRACCION DEL CONDUCTOR
CALI,INTERNATIONAL,2013,31 a 60, Alto ,Fuerte,Pesado,BLANCO,REMOLCADOR,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,LAND ROVER,2015,61 a 120, Alto ,Fuerte,Liviano,GRIS,CAMPERO,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,KENWORTH,2012,16 a 30, Alto ,Fuerte,Pesado,ROJO,AUTOMOVIL,FALLA MECANICA
BOGOTÁ,KENWORTH,2008,31 a 60, Alto ,Medio,Pesado,AZUL,REMOLCADOR,FALLA MECANICA
BOGOTÁ,HINO,2020,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
BUCARAMANGA,RENAULT,2020,121 a 240, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,EXCESO DE VELOCIDAD
MEDELLÍN,CHEVROLET,2018,61 a 120, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,HINO,2019,61 a 120, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
BARRANQUILLA,KENWORTH,2012,31 a 60, Alto ,Medio,Pesado,VERDE,CARROTANQUE,DISTRACCION DEL CONDUCTOR
CALI,CHEVROLET,2013,61 a 120, Alto ,Medio,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,KENWORTH,2020,16 a 30, Alto ,Fuerte,Pesado,NARANJA,REMOLCADOR,DISTRACCION DEL CONDUCTOR
MEDELLÍN,KENWORTH,2013,16 a 30, Alto ,Medio,Pesado,PLATA,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,FORD,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
PEREIRA,NISSAN,2011,31 a 60, Alto ,Fuerte,Liviano,GRIS,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
PEREIRA,FORD,2014,61 a 120, Alto ,Leve,Liviano,BLANCO,AUTOMOVIL,VIOLACION DE NORMAS DE TRANSITO
CALI,FOTON         ,2019,61 a 120, Alto ,Medio,Pesado,BLANCO,FURGON,OBSTACULOS EN LA VIA
BOGOTÁ,AUDI,2017,61 a 120, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,FORD,2013,121 a 240, Alto ,Medio,Liviano,PLATA,PICKUP DOBLE CABINA,VIOLACION DE NORMAS DE TRANSITO
MEDELLÍN,MAZDA,2011,121 a 240, Alto ,Fuerte,Liviano,PLATA,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
BOGOTÁ,KIA,2017,31 a 60, Alto ,Fuerte,Liviano,BRONCE,CAMIONETA PASAJEROS,EXCESO DE VELOCIDAD
MEDELLÍN,HYUNDAI,2012,16 a 30, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,EXCESO DE VELOCIDAD
PEREIRA,KENWORTH,2012,31 a 60, Alto ,Medio,Pesado,VERDE,REMOLCADOR,OBSTACULOS EN LA VIA
CALI,MAZDA,2018,121 a 240, Alto ,Fuerte,Liviano,AZUL,AUTOMOVIL,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,SUZUKI,2017,31 a 60, Alto ,Medio,Liviano,GRIS,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,BMW,2020,31 a 60, Alto ,Fuerte,Liviano,CAFE,MOTOCICLETA,OBSTACULOS EN LA VIA
CALI,NISSAN,2019,16 a 30, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BARRANQUILLA,CHEVROLET,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,CAMPERO,VIOLACION DE NORMAS DE TRANSITO
MEDELLÍN,CHEVROLET,2019,31 a 60, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
CALI,KIA,2018,121 a 240, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,EXCESO DE VELOCIDAD
BOGOTÁ,VOLKSWAGEN,2020,121 a 240, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
PEREIRA,INTERNATIONAL,2013,61 a 120, Alto ,Leve,Pesado,AZUL,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,KIA,2015,16 a 30, Alto ,Medio,Liviano,BLANCO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,INTERNATIONAL,2008,61 a 120, Alto ,Fuerte,Pesado,BLANCO,VOLQUETA,FALLA MECANICA
BARRANQUILLA,CHEVROLET,2019,121 a 240, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,FALLA MECANICA
BOGOTÁ,FREIGHTLINER,2015,61 a 120, Alto ,Leve,Pesado,BLANCO,VOLQUETA,DISTRACCION DEL CONDUCTOR
PEREIRA,AUDI,2013,31 a 60, Alto ,Fuerte,Liviano,OTROS,CAMPERO,OBSTACULOS EN LA VIA
BARRANQUILLA,CHEVROLET,2019,121 a 240, Alto ,Fuerte,Liviano,GRIS,CAMPERO,OBSTACULOS EN LA VIA
BOGOTÁ,NISSAN,2018,61 a 120, Alto ,Fuerte,Liviano,GRIS,PICKUP DOBLE CABINA,FALLA MECANICA
MEDELLÍN,HINO,2020,121 a 240, Alto ,Fuerte,Pesado,BLANCO,FURGON,OBSTACULOS EN LA VIA
CALI,CHEVROLET,2020,31 a 60, Alto ,Fuerte,Liviano,AZUL,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
CALI,FORD,2015,16 a 30, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,MAZDA,2019,61 a 120, Alto ,Leve,Liviano,ROJO,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BARRANQUILLA,CHEVROLET,2016,31 a 60, Alto ,Fuerte,Pesado,NO REGISTRA,FURGON,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HINO,2019,31 a 60, Alto ,Fuerte,Pesado,BLANCO,FURGON,OBSTACULOS EN LA VIA
BOGOTÁ,SUZUKI,2018,61 a 120, Alto ,Fuerte,Liviano,GRIS,CAMPERO,DISTRACCION DEL CONDUCTOR
MEDELLÍN,CHEVROLET,2015,61 a 120, Alto ,Fuerte,Liviano,BLANCO,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BARRANQUILLA,NISSAN,2019,121 a 240, Alto ,Fuerte,Liviano,NEGRO,CAMPERO,OBSTACULOS EN LA VIA
BARRANQUILLA,SUZUKI,2019,121 a 240, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,VIOLACION DE NORMAS DE TRANSITO
CALI,CHEVROLET,2013,31 a 60, Alto ,Medio,Pesado,BLANCO,FURGON,OBSTACULOS EN LA VIA
BUCARAMANGA,INTERNATIONAL,2005,31 a 60, Alto ,Fuerte,Pesado,AMARILLO,REMOLCADOR,OBSTACULOS EN LA VIA
BUCARAMANGA,HINO,2016,61 a 120, Alto ,Medio,Pesado,BLANCO,CAMION,FALLA MECANICA
BOGOTÁ,HINO,2016,31 a 60, Alto ,Fuerte,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
BOGOTÁ,KENWORTH,2012,16 a 30, Alto ,Medio,Pesado,VERDE,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,SCANIA,2020,61 a 120, Alto ,Leve,Pesado,BLANCO,CHASIS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,RENAULT,2020,121 a 240, Alto ,Fuerte,Liviano,BLANCO,PICKUP DOBLE CABINA,DISTRACCION DEL CONDUCTOR
CALI,KIA,2014,121 a 240, Alto ,Fuerte,Liviano,AZUL,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,FREIGHTLINER,2012,16 a 30, Alto ,Medio,Pesado,BLANCO,REMOLCADOR,OBSTACULOS EN LA VIA
BARRANQUILLA,BMW,2017,121 a 240, Alto ,Medio,Liviano,AZUL,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,NISSAN,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,PICKUP DOBLE CABINA,EXCESO DE VELOCIDAD
PEREIRA,CHEVROLET,2012,61 a 120, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
PEREIRA,AUDI,2010,61 a 120, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
MANIZALES,RENAULT,2013,31 a 60, Alto ,Fuerte,Liviano,NO REGISTRA,CAMIONETA PASAJEROS,EXCESO DE VELOCIDAD
MEDELLÍN,MERCEDES BENZ,2012,121 a 240, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,NISSAN,2018,16 a 30, Alto ,Fuerte,Liviano,AZUL,PICKUP DOBLE CABINA,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2017,16 a 30, Alto ,Fuerte,Liviano,NO REGISTRA,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BARRANQUILLA,NISSAN,2015,61 a 120, Alto ,Leve,Liviano,PLATA,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
MEDELLÍN,KENWORTH,2006,31 a 60, Alto ,Medio,Pesado,BLANCO,REMOLCADOR,FALLA MECANICA
BOGOTÁ,HONDA,2008,61 a 120, Alto ,Medio,Liviano,PLATA,CAMPERO,OBSTACULOS EN LA VIA
BUCARAMANGA,FUSO          ,2017,61 a 120, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
BUCARAMANGA,VOLVO,2019,61 a 120, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,ASONADA, MOTIN, HUELGA
CALI,CHEVROLET,2019,0 a 15, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
CALI,JAC           ,2015,31 a 60, Alto ,Leve,Pesado,BLANCO,FURGON,FALLA MECANICA
MEDELLÍN,INTERNATIONAL,2012,61 a 120, Alto ,Fuerte,Pesado,AZUL,REMOLCADOR,OBSTACULOS EN LA VIA
MEDELLÍN,VOLKSWAGEN,2020,31 a 60, Alto ,Fuerte,Liviano,BLANCO,PICKUP SENCILLA,DISTRACCION DEL CONDUCTOR
MEDELLÍN,CHEVROLET,2012,61 a 120, Alto ,Fuerte,Pesado,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
CALI,MITSUBISHI,2019,61 a 120, Alto ,Fuerte,Liviano,PLATA,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
MEDELLÍN,CHEVROLET,2014,121 a 240, Alto ,Fuerte,Liviano,BLANCO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HINO,2018,61 a 120, Alto ,Leve,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
BUCARAMANGA,KENWORTH,2015,31 a 60, Alto ,Medio,Pesado,VERDE,REMOLCADOR,FALLA MECANICA
BARRANQUILLA,CHEVROLET,2017,31 a 60, Alto ,Medio,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HINO,2019,61 a 120, Alto ,Leve,Pesado,BLANCO,CHASIS,OBSTACULOS EN LA VIA
BOGOTÁ,KENWORTH,2012,31 a 60, Alto ,Medio,Pesado,BLANCO,VOLQUETA,OBSTACULOS EN LA VIA
MEDELLÍN,VOLKSWAGEN,2020,61 a 120, Alto ,Medio,Liviano,GRIS,AUTOMOVIL,ENCONTRADO DAÑADO
BOGOTÁ,HINO,2020,121 a 240, Alto ,Medio,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
BOGOTÁ,BMW,2014,121 a 240, Alto ,Fuerte,Liviano,ROJO,AUTOMOVIL,OBSTACULOS EN LA VIA
MEDELLÍN,AUDI,2013,61 a 120, Alto ,Leve,Liviano,BLANCO,CAMIONETA PASAJEROS,OBSTACULOS EN LA VIA
BOGOTÁ,KENWORTH,2013,61 a 120, Alto ,Medio,Pesado,AZUL,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BOGOTÁ,NISSAN,2018,61 a 120, Alto ,Fuerte,Liviano,ROJO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,NISSAN,2011,61 a 120, Alto ,Leve,Liviano,ROJO,AUTOMOVIL,FALLA MECANICA
PEREIRA,VOLKSWAGEN,2014,61 a 120, Alto ,Medio,Liviano,GRIS,CAMIONETA PASAJEROS,EXCESO DE VELOCIDAD
BOGOTÁ,INTERNATIONAL,2008,61 a 120, Alto ,Medio,Pesado,PLATA,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,HYUNDAI,2015,61 a 120, Alto ,Medio,Liviano,BLANCO,CAMION,DISTRACCION DEL CONDUCTOR
BOGOTÁ,INTERNATIONAL,2011,16 a 30, Alto ,Leve,Pesado,AZUL,AUTOMOVIL,EXCESO DE VELOCIDAD
BOGOTÁ,FREIGHTLINER,2008,61 a 120, Alto ,Medio,Pesado,ROJO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,CHEVROLET,2012,61 a 120, Alto ,Fuerte,Pesado,BLANCO,AUTOMOVIL,OBSTACULOS EN LA VIA
CALI,CHEVROLET,2015,61 a 120, Alto ,Fuerte,Pesado,BLANCO,FURGON,DISTRACCION DEL CONDUCTOR
CALI,CHEVROLET,2020,61 a 120, Alto ,Fuerte,Pesado,BLANCO,FURGON,OBSTACULOS EN LA VIA
BOGOTÁ,KIA,2017,61 a 120, Alto ,Leve,Liviano,GRIS,CAMIONETA PASAJEROS,ENCONTRADO DAÑADO
BOGOTÁ,CHEVROLET,2013,31 a 60, Alto ,Medio,Pesado,NO REGISTRA,FURGON,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,KENWORTH,2012,31 a 60, Alto ,Medio,Pesado,AZUL,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,KENWORTH,2015,61 a 120, Alto ,Medio,Pesado,AMARILLO,REMOLCADOR,VIOLACION DE NORMAS DE TRANSITO
BOGOTÁ,HINO,2019,61 a 120, Alto ,Leve,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,KENWORTH,2012,0 a 15, Alto ,Medio,Pesado,VERDE,REMOLCADOR,FALLA MECANICA
MANIZALES,KIA,2019,61 a 120, Alto ,Fuerte,Liviano,PLATA,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2018,61 a 120, Alto ,Fuerte,Liviano,BLANCO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2014,61 a 120, Alto ,Fuerte,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,KENWORTH,2013,16 a 30, Alto ,Medio,Pesado,ROJO,REMOLCADOR,OBSTACULOS EN LA VIA
BARRANQUILLA,KENWORTH,2011,31 a 60, Alto ,Medio,Pesado,AZUL,REMOLCADOR,EXCESO DE VELOCIDAD
PEREIRA,CHEVROLET,2013,31 a 60, Alto ,Medio,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
CALI,CHEVROLET,2008,31 a 60, Alto ,Medio,Pesado,GRIS,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,CHEVROLET,2011,31 a 60, Alto ,Medio,Pesado,GRIS,CAMIONETA PASAJEROS,ENCONTRADO DAÑADO
MANIZALES,NISSAN,2018,16 a 30, Alto ,Leve,Liviano,BLANCO,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BOGOTÁ,FORD,2019,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMPERO,ASONADA, MOTIN, HUELGA
MEDELLÍN,CHEVROLET,2015,31 a 60, Alto ,Fuerte,Liviano,BEIGE,PICKUP DOBLE CABINA,OBSTACULOS EN LA VIA
BOGOTÁ,BMW,2015,31 a 60, Alto ,Fuerte,Liviano,NEGRO,AUTOMOVIL,OBSTACULOS EN LA VIA
MEDELLÍN,HINO,2014,31 a 60, Alto ,Leve,Pesado,BLANCO,CAMION,OBSTACULOS EN LA VIA
MEDELLÍN,MAZDA,2010,31 a 60, Alto ,Fuerte,Liviano,BLANCO,AUTOMOVIL,OBSTACULOS EN LA VIA
PEREIRA,RENAULT,2016,31 a 60, Alto ,Medio,Liviano,GRIS,AUTOMOVIL,OBSTACULOS EN LA VIA
BOGOTÁ,FREIGHTLINER,2008,16 a 30, Alto ,Medio,Pesado,VERDE,REMOLCADOR,OBSTACULOS EN LA VIA
BOGOTÁ,MERCEDES BENZ,2013,31 a 60, Alto ,Fuerte,Liviano,GRIS,AUTOMOVIL,DISTRACCION DEL CONDUCTOR
BOGOTÁ,FREIGHTLINER,2013,16 a 30, Alto ,Medio,Pesado,BLANCO,REMOLCADOR,OBSTACULOS EN LA VIA
BARRANQUILLA,FORD,2016,31 a 60, Alto ,Medio,Liviano,ROJO,AUTOMOVIL,OBSTACULOS EN LA VIA
MEDELLÍN,KENWORTH,2014,16 a 30, Alto ,Leve,Pesado,AZUL,REMOLCADOR,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,TOYOTA,2014,31 a 60, Alto ,Fuerte,Liviano,SUPER,CAMPERO,DISTRACCION DEL CONDUCTOR
BOGOTÁ,TOYOTA,2012,31 a 60, Alto ,Fuerte,Liviano,GRIS,CAMIONETA PASAJEROS,FALLA MECANICA
BOGOTÁ,AUDI,2012,16 a 30, Alto ,Medio,Liviano,AZUL,AUTOMOVIL,OBSTACULOS EN LA VIA
BUCARAMANGA,KIA,2015,16 a 30, Alto ,Fuerte,Liviano,AZUL,CAMIONETA PASAJEROS,DISTRACCION DEL CONDUCTOR
BUCARAMANGA,OTROS,2007,0 a 15, Alto ,Leve,Liviano,AMARILLO,REMOLCADOR,EXCESO DE VELOCIDAD
BOGOTÁ,SCANIA,2021,31 a 60, Alto ,Fuerte,Pesado,AZUL,TRACTOCAMION,DISTRACCION DEL CONDUCTOR
MEDELLÍN,INTERNATIONAL,2007,31 a 60, Alto ,Fuerte,Pesado,AMARILLO,REMOLCADOR,EXCESO DE VELOCIDAD
